Time,X(CH1),X(CH2),
Second,Volt,Volt,
9.6000478e-02,3.36000e+00,4.40000e-02,
9.6200481e-02,3.32000e+00,2.20000e-02,
9.6400484e-02,3.36000e+00,2.40000e-02,
9.6600488e-02,3.28000e+00,3.40000e-02,
9.6800491e-02,3.36000e+00,3.60000e-02,
9.7000495e-02,3.32000e+00,2.20000e-02,
9.7200498e-02,3.36000e+00,3.20000e-02,
9.7400501e-02,3.28000e+00,2.20000e-02,
9.7600505e-02,3.32000e+00,3.80000e-02,
9.7800508e-02,3.36000e+00,2.20000e-02,
9.8000512e-02,3.36000e+00,2.20000e-02,
9.8200515e-02,3.28000e+00,3.00000e-02,
9.8400518e-02,3.36000e+00,2.40000e-02,
9.8600522e-02,3.28000e+00,3.40000e-02,
9.8800525e-02,3.36000e+00,4.00000e-02,
9.9000528e-02,3.28000e+00,2.20000e-02,
9.9200532e-02,3.32000e+00,2.20000e-02,
9.9400535e-02,3.36000e+00,3.40000e-02,
9.9600539e-02,3.36000e+00,3.60000e-02,
9.9800542e-02,3.28000e+00,2.00000e-02,
1.0000055e-01,3.36000e+00,1.80000e-02,
1.0020055e-01,3.28000e+00,2.80000e-02,
1.0040055e-01,3.36000e+00,3.40000e-02,
1.0060056e-01,3.28000e+00,2.20000e-02,
1.0080056e-01,3.36000e+00,3.00000e-02,
1.0100056e-01,-4.00000e-02,-6.00001e-03,
1.0120057e-01,-0.00000e+00,5.99998e-03,
1.0140057e-01,8.00004e-02,-2.00000e-03,
1.0160057e-01,-0.00000e+00,5.99998e-03,
1.0180058e-01,8.00004e-02,-1.00000e-02,
1.0200058e-01,-0.00000e+00,5.99998e-03,
1.0220058e-01,4.00000e-02,-4.00001e-03,
1.0240059e-01,-0.00000e+00,5.99998e-03,
1.0260059e-01,8.00004e-02,-4.00001e-03,
1.0280059e-01,-0.00000e+00,3.99998e-03,
1.0300060e-01,8.00004e-02,-0.00000e+00,
1.0320060e-01,-0.00000e+00,-2.00000e-03,
1.0340060e-01,8.00004e-02,7.99999e-03,
1.0360061e-01,4.00000e-02,5.99998e-03,
1.0380061e-01,-0.00000e+00,-6.00001e-03,
1.0400061e-01,-0.00000e+00,-4.00001e-03,
1.0420062e-01,8.00004e-02,7.99999e-03,
1.0440062e-01,-0.00000e+00,-4.00001e-03,
1.0460062e-01,8.00004e-02,7.99999e-03,
1.0480063e-01,-0.00000e+00,-4.00001e-03,
1.0500063e-01,8.00004e-02,7.99999e-03,
1.0520063e-01,-0.00000e+00,-2.00000e-03,
1.0540064e-01,8.00004e-02,5.99998e-03,
1.0560064e-01,-0.00000e+00,-2.00000e-03,
1.0580064e-01,8.00004e-02,7.99999e-03,
1.0600065e-01,-0.00000e+00,7.99999e-03,
1.0620065e-01,8.00004e-02,-2.00000e-03,
1.0640065e-01,-0.00000e+00,-0.00000e+00,
1.0660066e-01,8.00004e-02,7.99999e-03,
1.0680066e-01,-0.00000e+00,5.99998e-03,
1.0700066e-01,8.00004e-02,-4.00001e-03,
1.0720067e-01,-0.00000e+00,7.99999e-03,
1.0740067e-01,8.00004e-02,-4.00001e-03,
1.0760067e-01,-0.00000e+00,-4.00001e-03,
1.0780068e-01,8.00004e-02,7.99999e-03,
1.0800068e-01,8.00004e-02,-2.00000e-03,
1.0820068e-01,-0.00000e+00,7.99999e-03,
1.0840069e-01,8.00004e-02,-2.00000e-03,
1.0860069e-01,-0.00000e+00,7.99999e-03,
1.0880069e-01,-0.00000e+00,-4.00001e-03,
1.0900070e-01,8.00004e-02,1.60000e-02,
1.0920070e-01,-0.00000e+00,-2.00000e-03,
1.0940070e-01,8.00004e-02,7.99999e-03,
